episode,scene,texts,gold_standard
"Episode 801: The One After ""I Do"""," The Wedding Hall, Monica and Chandler have just said ""I do,"" and the
photographer is taking the required pictures. First of Monica, Chandler, Ross and Joey.","[['Monica', 'Wait a minute! So you told people I was pregnant?! (Flash) Does this\nlook like a conversation that I want to remember?!'], ['Chandler', 'Who’s the father?'], ['Monica', 'Yeah!']]",0
"Episode 801: The One After ""I Do"""," The Wedding Hall, Monica and Chandler have just said ""I do,"" and the
photographer is taking the required pictures. First of Monica, Chandler, Ross and Joey.","[['Monica', 'Why?!'], ['Chandler', 'Why not?']]",0
"Episode 801: The One After ""I Do"""," The Reception Hall, the party is in full swing.","[['Chandler', 'Before we go out there I’ve got a present for ya.'], ['Monica', 'Honey, I’m going to put my hand in your pocket!'], ['Chandler', 'No?'], ['Monica', 'No.'], ['Chandler', 'I’ve been taking dancing lessons.'], ['Monica', 'What?!'], ['Chandler', 'Yeah, the last six weeks. I wanted this to be a moment you will never\nforget.'], ['Monica', 'Oh that is so sweet!'], ['Chandler', 'So? Would you care to join me in our first dance as husband and wife?'], ['Monica', 'Yes.']]",1
"Episode 801: The One After ""I Do"""," The Reception Hall, the party is in full swing.","[['Monica', 'What’s the matter?'], ['Chandler', 'I don’t know, it’s these new shoes, they’re all\nslippery.'], ['Monica', 'Well, are you going to be able to do this?'], ['Chandler', 'Not well.']]",0
"Episode 801: The One After ""I Do"""," continued from earlier, only now Phoebe joins them.","[['Monica', 'Hey, are you ready to get back on the dance floor?'], ['Chandler', 'Did it turn into sand?'], ['Monica', 'Ohh come on, I love this song! Come on, you’ll be fine. (She starts\nto walk towards the floor.)'], ['Chandler', '(sliding up behind her) No. No, I won’t. Do you know why I took\nall those lessons? See, for the first time I didn’t want you to be embarrassed to be\nseen on the dance floor with some clumsy idiot.'], ['Monica', 'Oh sweetie, you can never embarrass me. (Chandler grunts.) Okay, you can\neasily embarrass me. But come on, it doesn’t matter. All right? I married you! So I\nwant to dance on my wedding night with my husband. Come on. (They go onto the floor.) Just\ntry not to move your feet at all. (Chandler starts to get into the groove and bust a\nmove.) There you go.']]",1
Episode 802: The One With The Red Sweater," The Hotel Lobby, Rachel and Phoebe are at the front desk checking out.","[['Chandler', '(to the front desk clerk) Hi! We’re checking out of the bridal\nsuite.'], ['Monica', '(depressed) That’s right. I’m no longer a bride. I’ll\nnever be a bride again. Now, I’m just someone’s wife!'], ['Chandler', 'And I’m the happiest guy in the world! (Monica goes and sits down\nin a huff.) Oh honey, come on don’t be upset. We still have so much to look forward\nto!'], ['Monica', 'Oh yeah, right. (Rolls her eyes.)'], ['Chandler', 'We got the honeymoon.'], ['Monica', 'That’s not ‘til Thursday.'], ['Chandler', 'The wedding pictures?'], ['Monica', 'They won’t be ready for weeks.'], ['Chandler', 'Not the disposable cameras from the tables.'], ['Monica', 'That’s true! (Happily) I knew I married you for a reason!'], ['Chandler', 'I’ll tell you what, I will go get them developed and you can go\nhome.'], ['Monica', 'Okay.']]",1
Episode 802: The One With The Red Sweater," The Hotel Lobby, Rachel and Phoebe are at the front desk checking out.","[['Chandler', 'Oh.'], ['Monica', 'Ross has never checked out of a room a minute before he had to.']]",0
Episode 802: The One With The Red Sweater," Monica and Chandler's, Obsessive Monica has finished opening all the presents.
She’s ashamed of this, at least, because as someone enters…","[['Chandler', 'We’re back!'], ['Monica', 'Great! We’re hangin’ in the kitchen! (She drags him into the\nkitchen and turns his back to the living room) Let’s stay in the kitchen!'], ['Chandler', 'It’s picture time.']]",0
Episode 802: The One With The Red Sweater," Monica and Chandler's, Obsessive Monica has finished opening all the presents.
She’s ashamed of this, at least, because as someone enters…","[['Chandler', '(showing her the pictures) Here’s a picture of Ross. (Shows\nanother one.) And that’s me. (Another one.) And that’s me and Ross.\n(Another one.) Oh-ho, that is a picture of our first kiss as a married couple.'], ['Monica', 'Wow! That is a great picture!'], ['Chandler', 'Eh?'], ['Monica', 'Yeah! Oh and interesting because I found the cameras in one of our bags!\n(Throws them into his chest.)']]",1
Episode 802: The One With The Red Sweater," Monica and Chandler's, Obsessive Monica has finished opening all the presents.
She’s ashamed of this, at least, because as someone enters…","[['Chandler', 'Okay, so this isn’t a picture of our first, but it is a picture\nof my first kiss with…with this lady. Which by the look on your face I’m sure\nyou’ll remember. So we don’t need—(Rips the picture)—There’s no\nneed to have this picture. How about I take the real pictures and get them developed right\nnow.'], ['Monica', 'That would be a good idea.'], ['Chandler', 'Okay. (Sees the living room.) You opened all the presents without me?!\nI thought we were supposed to do that together!'], ['Monica', 'You kissed another woman!'], ['Chandler', 'Call it even?!'], ['Monica', 'Okay! (They high-five and he walks out.)']]",1
Episode 803: The One Where Rachel Tells...," Monica and Chandler's, Monica and Chandler are getting ready to go on their
honeymoon. Monica is entering from the bedroom.","[['Chandler', 'Hey! Babe! Aren’t you excited we’re going on our honeymoon?'], ['Monica', 'Yeah I am!'], ['Chandler', '(singing) Bermuda, Bahama, come on pretty mama…'], ['Monica', 'That’s right. Get it out of your system while we’re alone.']]",1
Episode 803: The One Where Rachel Tells...," Monica and Chandler's, Monica and Chandler are getting ready to go on their
honeymoon. Monica is entering from the bedroom.","[['Chandler', 'I’d better go pack.'], ['Monica', 'Oh no, I already packed. The only thing I couldn’t find though was\nyour Speedo.']]",0
Episode 803: The One Where Rachel Tells...," Monica and Chandler's, Monica and Chandler are getting ready to go on their
honeymoon. Monica is entering from the bedroom.","[['Chandler', '(entering) Hey, what was that all about?'], ['Monica', 'Well I guess there is no harm in telling you now, Rachel and Ross are\ngonna have a baby.'], ['Chandler', '(in a high pitched voice) What?! I didn’t even know that—Why\ndidn’t you tell me?! (Pause) Why am I talking like this?!'], ['Monica', 'I didn’t think you could keep it a secret.'], ['Chandler', '(in the high pitched voice) What?! (Normal voice) I am an excellent\nsecret keeper. I have kept all of our secrets.']]",0
Episode 803: The One Where Rachel Tells...," The Airport Ticket Counter, Monica and Chandler are standing in line behind
another couple kissing who are next in line to be served.","[['Monica', 'They’re kissing let’s just go around them.'], ['Chandler', 'Oh honey, leave them alone, they’re in love.'], ['Monica', 'I’m in love too! But in an orderly fashion.']]",0
Episode 803: The One Where Rachel Tells...," The Airport Ticket Counter, Monica and Chandler are standing in line behind
another couple kissing who are next in line to be served.","[['Monica', '(To Chandler) Did you hear that?! They bumped them up to first class\nbecause they are on their honeymoon! Come on! Let’s act like we’re on our\nhoneymoon.'], ['Chandler', 'We are on our honeymoon.'], ['Monica', 'Grab my ass!']]",1
Episode 803: The One Where Rachel Tells...," Joey and Rachel's, Phoebe and Joey are playing Rock ‘em, Sock ‘em
Robots.","[['Monica', 'You see, if we’d gone around them like I said, we—She\nwould’ve given us those tickets. Damnit!'], ['Chandler', '25J and K, any chance those aren’t together?']]",0
Episode 803: The One Where Rachel Tells...," The Airport, Chandler and Monica are following the previous couple through a
tiny hallway that proves this is a set on a sound stage and not an actual airport, and see
them enter the first class lounge.","[['Monica', 'Look at that! Look at that! They’re going into the first class\nlounge! Do you know what they have in there?'], ['Chandler', 'No.'], ['Monica', 'Me neither! We have to get in! (She runs through the door with Chandler\nin tow.)'], ['Chandler', 'Just act like you belong.'], ['Monica', 'Oh my God! Oranges!'], ['Chandler', 'Shh! (To the guy behind the counter) Nice to see you again. (They\ntries to walk past him.)']]",0
Episode 803: The One Where Rachel Tells...," The Atlantis Resort, Chandler and Monica are arriving to check in, but are
behind the couple from before again.","[['Monica', 'I can’t believe we’re here.'], ['Chandler', 'Oh you’ve got to be kidding me.'], ['Monica', 'What? (Monica sees the first couple and gasps.)']]",0
Episode 803: The One Where Rachel Tells...," The Atlantis Resort, Chandler and Monica are arriving to check in, but are
behind the couple from before again.","[['Chandler', 'We’re you just ten seconds later!'], ['Monica', 'Yeah! You already got the first class tickets; you got the lounge! I\nmean we should get free stuff too! I mean you’re not the only ones on your honeymoon!']]",0
Episode 803: The One Where Rachel Tells...," Monica and Chandler's, Joey is on the phone and Phoebe is watching him.","[['Monica', 'What? Are you serious?! (To Chandler) Joey smells gas!'], ['Chandler', 'What else is new?']]",0
Episode 804: The One With The Videotape," The Hallway, Chandler and Monica are returning from their honeymoon.","[['Chandler', 'Wait. Before we go in, I just want you to know I love you. I had a\ngreat time on our honeymoon, and I can’t wait to go in there and spend the rest of\nour life together.'], ['Monica', 'You’re really sticking with the shell necklace huh? (Points to\nnecklace of shells he’s wearing.)']]",1
Episode 804: The One With The Videotape," The Hallway, Chandler and Monica are returning from their honeymoon.","[['Monica', 'No, they were really cool. They were on their honeymoon too!'], ['Chandler', 'They’re terrific, and they live right here in the city.'], ['Monica', 'Yeah, can we go call them? Is it too soon to call? I wanna call.'], ['Chandler', 'I’m sorry, we’re just kinda excited because we finally have\na couple to hang out with.'], ['Monica', 'I know.']]",0
Episode 804: The One With The Videotape," Monica and Chandler's, Ross and Rachel are entering with the rest of the gang
already inside.","[['Monica', 'Oh great! (Shows them the picture.)'], ['Chandler', 'Ross! It’s got your wavy black lines!'], ['Monica', 'All right, so now that Ross knows can you tell us y’know how it\nhappened? I mean, when did it happen? How many times did it happen?']]",0
Episode 804: The One With The Videotape," Monica and Chandler's, time has lapsed, Phoebe, Joey, Chandler, and Monica are
sitting at the kitchen table.","[['Monica', 'Do you still wanna call ‘em? I wanna call ‘em.'], ['Chandler', 'Let’s call ‘em.']]",0
Episode 804: The One With The Videotape," Monica and Chandler's, time has lapsed, Phoebe, Joey, Chandler, and Monica are
sitting at the kitchen table.","[['Monica', '(on phone) Uh sorry, wrong number. (Hangs up)'], ['Chandler', 'Here you go. (Shows her the number again.)'], ['Monica', '(on phone) Hello? (Listens) (To All) It’s the deli again!']]",0
Episode 804: The One With The Videotape," Monica and Chandler's, time has lapsed, Phoebe, Joey, Chandler, and Monica are
sitting at the kitchen table.","[['Monica', 'They gave us a fake number? Why? Why would they do that?'], ['Chandler', 'I don’t know! You were a delight to talk to. You asked all those\ninsightful, great questions.'], ['Monica', 'And you’ve never been funnier. Joke, joke, joke, you were a hoot!']]",0
Episode 804: The One With The Videotape," Joey and Rachel's, Joey is standing at the counter as Ross enters.","[['Chandler', 'Yeah, we’re gonna need to see that tape. (They rest of them\nagree.)'], ['Monica', 'Yeah, definitely.']]",0
Episode 804: The One With The Videotape," Monica and Chandler's, Monica, Chandler, Joey, and Phoebe are now sitting in
the living room.","[['Chandler', 'I still don’t get it, we didn’t do anything wrong.'], ['Monica', 'I know! Although, you did tell an awful lot of jokes.'], ['Chandler', 'I thought you said those jokes were funny. Joke! Joke! Joke!'], ['Monica', '(rolling her head from side to side) Joke. Joke. Blah! Blah! (Joey and\nPhoebe laugh.)'], ['Chandler', 'Well maybe it was all of your questions.'], ['Monica', 'What about my questions?'], ['Chandler', 'The sheer volume, it was like flying with the Riddler!'], ['Monica', 'Oh, I’m sorry. Was that another joke?'], ['Chandler', '(angrily) Was that another question?']]",0
